customer_id,first_name,last_name,email,signup_date,country,segment
81,Jacqueline,Williamson,joseph61@yahoo.com,2024-04-04,DE,RETAIL
82,Courtney,Sutton DVM,hallrachel@hotmail.com,2024-04-22,IN,ONLINE_ONLY
83,Melinda,Ramirez,krystalnorris@gmail.com,2025-10-20,UK,WHOLESALE
84,Crystal,Jones,odawson@gmail.com,2023-10-31,IN,WHOLESALE
85,Terri,Wallace,dominicturner@yahoo.com,2023-05-20,FR,RETAIL
86,John,Jones,zedwards@yahoo.com,2024-12-18,IN,VIP
87,Dr.,Gabriel Ramirez,cynthiaallen@hotmail.com,2024-02-24,,WHOLESALE
88,William,Mendoza,vrasmussen@yahoo.com,2023-03-06,US,VIP
89,Kelly,Carpenter,stanley38@yahoo.com,2023-03-04,FR,WHOLESALE
90,Eric,Patrick,daniellereynolds@gmail.com,2025-07-12,UK,VIP
91,James,Bush,wmatthews@yahoo.com,2024-09-24,US,WHOLESALE
92,Kevin,Powers,angelaburns@gmail.com,2025-05-28,SG,ONLINE_ONLY
93,Tiffany,Washington,hdunn@hotmail.com,2025-03-16,DE,ONLINE_ONLY
94,Peter,Wolf,michelle96@gmail.com,2025-03-27,DE,VIP
95,Laura,Patel,courtney67@gmail.com,2025-07-09,IN,WHOLESALE
96,Nicole,Neal,amy29@yahoo.com,2025-07-24,US,RETAIL
97,Lori,Copeland,jessica36@hotmail.com,2023-03-02,UK,RETAIL
98,Brandi,Perez,darlenebyrd@gmail.com,2022-11-27,FR,WHOLESALE
99,Miranda,Fuller,kimberly04@gmail.com,2024-05-29,FR,WHOLESALE
100,Anthony,Hurst,smithcarlos@yahoo.com,2025-08-25,IN,RETAIL
101,Mark,Mason,pblair@gmail.com,2025-08-27,,RETAIL
102,Lisa,Parker,lindsay48@gmail.com,2025-10-21,US,RETAIL
103,Kayla,Brown,pwalker@yahoo.com,2023-11-03,IN,ONLINE_ONLY
104,Barbara,Nunez,james94@hotmail.com,2024-04-09,IN,WHOLESALE
105,Dr.,Nicholas Payne DDS,christopher38@yahoo.com,2023-12-31,UK,VIP
106,Kathy,Walsh,martinsteven@yahoo.com,2023-12-15,US,WHOLESALE
107,Julie,Phelps,jhawkins@gmail.com,2023-03-09,SG,VIP
108,Amy,Norman,williamssteven@gmail.com,2024-03-06,US,VIP
109,James,Simmons,zgonzalez@hotmail.com,2025-11-11,DE,WHOLESALE
110,Rachael,Howard DDS,dianeadams@hotmail.com,2025-11-14,IN,RETAIL
111,Vickie,Price,andrewwoods@yahoo.com,2023-06-26,SG,VIP
112,Cassandra,Lang,lbanks@hotmail.com,2024-12-17,UK,VIP
113,Kevin,Thompson,julie35@yahoo.com,2025-07-15,DE,VIP
114,Meagan,Daniel,egarcia@hotmail.com,2024-12-10,SG,RETAIL
115,Rebecca,Johnson,gmoore@yahoo.com,2023-06-14,SG,RETAIL
116,Edward,Davis,,2024-01-10,IN,VIP
117,Deborah,Marshall,zevans@hotmail.com,2024-08-05,SG,ONLINE_ONLY
118,Nicole,Thompson,buchanancindy@hotmail.com,2023-03-21,IN,WHOLESALE
119,Leah,Chang,hannah07@yahoo.com,2022-12-10,US,WHOLESALE
120,Ryan,Garrison,htaylor@hotmail.com,2023-06-17,FR,VIP
121,Danielle,Bryant,mitchellpaul@gmail.com,2025-03-21,US,VIP
122,Maria,Byrd,stephen37@yahoo.com,2025-05-09,US,ONLINE_ONLY
123,Adam,Key,trujilloleah@hotmail.com,2023-11-03,DE,WHOLESALE
124,Mary,Bright,jessica82@hotmail.com,2024-11-04,IN,VIP
125,Natasha,Parker,pittsedward@gmail.com,2025-11-03,FR,RETAIL
126,Scott,White,creyes@hotmail.com,2023-12-31,IN,RETAIL
127,Nicole,Schmidt,karen26@gmail.com,2025-01-22,IN,WHOLESALE
128,Alison,Wagner,jamiejennings@gmail.com,2024-11-12,US,VIP
129,Michael,Barnes,arivera@gmail.com,2025-08-07,DE,VIP
130,Brandon,Hunt,rfriedman@hotmail.com,2025-04-29,US,VIP
131,Jennifer,Bryant,huffmannichole@hotmail.com,2023-04-10,IN,WHOLESALE
132,Jason,Williams,jhernandez@hotmail.com,2024-10-23,DE,RETAIL
133,Julie,Simpson,garciarobert@hotmail.com,2025-05-11,DE,ONLINE_ONLY
134,Justin,Pena,maria48@hotmail.com,2023-03-14,DE,ONLINE_ONLY
135,Samantha,Newton,tamarasmith@hotmail.com,2025-09-08,DE,VIP
136,Richard,Kent,jennifer83@gmail.com,2025-01-08,US,WHOLESALE
137,Casey,Page,johnsondustin@hotmail.com,2023-09-06,UK,WHOLESALE
138,Melinda,Thomas MD,manningjames@yahoo.com,2025-08-12,IN,RETAIL
139,Joshua,Morrison,jmckinney@gmail.com,2023-11-06,SG,ONLINE_ONLY
140,Lori,Cameron,michael39@hotmail.com,2024-07-25,IN,RETAIL
141,Hannah,Allen,lukemiller@gmail.com,2025-10-01,FR,VIP
142,Christine,Soto,rickey76@yahoo.com,2024-01-18,FR,WHOLESALE
143,Margaret,Montgomery,wellsamanda@gmail.com,2025-04-09,IN,RETAIL
144,Charles,Byrd,jeffreydavenport@gmail.com,2024-11-22,US,RETAIL
145,Tara,Gamble,todd59@hotmail.com,2024-08-19,FR,RETAIL
146,Tyler,Jackson,lunapatricia@hotmail.com,2025-04-26,SG,WHOLESALE
147,Daniel,Johnson,katherinetaylor@gmail.com,2025-09-22,DE,RETAIL
148,Karen,Howard,beth92@yahoo.com,2023-12-23,FR,WHOLESALE
149,Jamie,Solomon,,2024-04-25,FR,RETAIL
150,Maria,Jenkins,stacey37@hotmail.com,2025-06-25,FR,RETAIL
151,Jennifer,Thomas,richamanda@gmail.com,2024-11-09,,ONLINE_ONLY
152,Patricia,Banks,lanedavid@gmail.com,2023-07-01,UK,WHOLESALE
153,Brian,Simmons,adkinssean@hotmail.com,2023-03-07,SG,ONLINE_ONLY
154,Robert,Mendez,jennifer90@gmail.com,2024-03-13,US,ONLINE_ONLY
155,Tara,Holmes,hwillis@gmail.com,2023-02-01,DE,
156,Molly,Hansen,nancy94@hotmail.com,2024-01-05,SG,ONLINE_ONLY
157,Peter,Ali,thomasgomez@hotmail.com,2025-09-21,DE,ONLINE_ONLY
158,Christina,Moss,wwhite@hotmail.com,2023-07-19,IN,RETAIL
159,Rebecca,Mendoza,jacob43@yahoo.com,2024-09-19,DE,RETAIL
160,Jeff,Barnes,roberttaylor@hotmail.com,2025-01-15,IN,WHOLESALE
161,Justin,Bradley,tiffanymitchell@yahoo.com,2024-05-05,FR,ONLINE_ONLY
162,James,Mitchell,denise49@hotmail.com,2025-07-17,US,ONLINE_ONLY
163,Joseph,Cole,christopherhuynh@yahoo.com,2023-08-16,IN,WHOLESALE
164,Cameron,Rose,zfernandez@gmail.com,2023-12-23,UK,ONLINE_ONLY
165,Adam,Mills,oclayton@yahoo.com,2024-10-03,US,VIP
166,Patrick,Lamb,oacosta@gmail.com,2024-05-11,FR,ONLINE_ONLY
167,Richard,Jimenez,paulproctor@gmail.com,2022-12-24,FR,RETAIL
168,Brandon,Wade,brenda63@gmail.com,2024-08-15,SG,ONLINE_ONLY
169,Christopher,Townsend,norrismichael@gmail.com,2022-12-31,SG,RETAIL
170,Joshua,Henry,malikbrown@hotmail.com,2023-06-14,US,ONLINE_ONLY
171,Christian,Campbell,brandon39@hotmail.com,2025-09-02,IN,RETAIL
172,Tanya,Collier,aliciawright@hotmail.com,2024-07-22,SG,WHOLESALE
173,Ralph,Ray,umckenzie@hotmail.com,2024-07-08,UK,ONLINE_ONLY
174,Timothy,King,samantha88@hotmail.com,2023-05-06,FR,WHOLESALE
175,Brittney,Baker,nichole66@gmail.com,2023-07-24,SG,ONLINE_ONLY
176,Lynn,Brown,kelleyjose@yahoo.com,2025-03-15,US,ONLINE_ONLY
177,Karen,Gonzalez,carrillogary@yahoo.com,2025-11-07,FR,VIP
178,Jeremiah,Glass,jamesmills@yahoo.com,2024-09-30,UK,RETAIL
179,Mary,Bennett,vincentellis@hotmail.com,2023-08-16,IN,VIP
180,James,Moore,renee57@hotmail.com,2024-11-02,UK,RETAIL
181,Ellen,Thornton,oreese@hotmail.com,2025-03-20,IN,ONLINE_ONLY
182,Allison,Odom,kwells@gmail.com,2024-02-08,US,ONLINE_ONLY
183,Tiffany,Walker,zcortez@hotmail.com,2024-08-05,US,VIP
184,Jocelyn,Wilcox,dphillips@hotmail.com,2023-04-22,FR,VIP
185,Jonathan,White,gacosta@hotmail.com,2024-01-07,FR,RETAIL
186,Christopher,Rogers,fjimenez@hotmail.com,2024-09-14,IN,RETAIL
187,Kevin,Alvarez,mark10@gmail.com,2023-06-01,SG,WHOLESALE
188,Michael,Larson,,2023-01-20,FR,RETAIL
189,Melissa,Peck,vgutierrez@yahoo.com,2024-10-16,UK,WHOLESALE
190,Melissa,King,brewertimothy@hotmail.com,2025-06-23,DE,WHOLESALE
191,Robert,Reilly,hlopez@yahoo.com,2023-10-28,IN,ONLINE_ONLY
192,Angie,Wiley,kimberly21@hotmail.com,2023-04-12,UK,RETAIL
193,Michelle,Boyd,justinpatel@yahoo.com,2023-09-12,UK,WHOLESALE
194,Alexis,Dean,dberger@gmail.com,2023-02-20,SG,WHOLESALE
195,Kyle,Watkins,oruiz@gmail.com,2024-09-24,SG,RETAIL
196,Michael,Ortega,christinekelley@yahoo.com,2023-11-26,UK,VIP
197,Jeffrey,Cobb,davislisa@hotmail.com,2024-10-15,FR,WHOLESALE
198,Mary,Chavez,daniel40@gmail.com,2024-08-25,US,WHOLESALE
199,Jared,Graham,,2024-10-01,US,VIP
200,Juan,Cole,thomasjessica@yahoo.com,2023-02-11,IN,WHOLESALE
201,Lydia,Alvarado,nealcarla@yahoo.com,2024-07-27,SG,ONLINE_ONLY
202,Laura,Berry,donnawood@gmail.com,2024-12-25,DE,WHOLESALE
203,Joseph,Johnson,noahthornton@yahoo.com,2024-06-21,UK,WHOLESALE
204,Timothy,Cole,rmurray@hotmail.com,2024-11-23,SG,RETAIL
205,Megan,Kaiser,stephanielittle@hotmail.com,2023-02-20,DE,RETAIL
206,Pamela,Wong,scottlisa@gmail.com,2024-05-09,DE,WHOLESALE
207,Cassandra,Vasquez,fitzpatrickelizabeth@yahoo.com,2023-11-14,US,VIP
208,Jose,Case,diazmelissa@yahoo.com,2024-04-04,UK,ONLINE_ONLY
209,Christopher,Williams,ibrown@hotmail.com,2024-06-25,US,WHOLESALE
210,Mr.,Gerald Morgan,conwaylori@gmail.com,2023-05-24,IN,WHOLESALE
211,Ashley,Crawford,xjackson@hotmail.com,2023-08-12,DE,ONLINE_ONLY
212,Raven,Chen,alexandra63@gmail.com,2022-12-29,UK,RETAIL
213,Lisa,Miller,kjimenez@hotmail.com,2023-01-16,UK,ONLINE_ONLY
214,Jeffrey,Cook,jeremy36@gmail.com,2023-07-17,SG,VIP
215,Anthony,Graham,kathleenrobinson@yahoo.com,2025-04-01,SG,ONLINE_ONLY
216,Kristen,Hall,robinvillanueva@yahoo.com,2022-12-31,IN,RETAIL
217,Jonathan,Simmons,smithelizabeth@gmail.com,2025-06-15,UK,WHOLESALE
218,Julie,Taylor DDS,olivermatthew@gmail.com,2025-08-11,FR,ONLINE_ONLY
219,Brian,Diaz,karenhodges@yahoo.com,2023-09-07,IN,RETAIL
220,Arthur,Reed,nancymeyer@hotmail.com,2024-02-17,FR,VIP
221,Jennifer,Rojas,kellis@gmail.com,2023-10-19,UK,ONLINE_ONLY
222,Jacob,Roberts,maryschwartz@hotmail.com,2023-05-13,DE,RETAIL
223,Emily,Martinez,deborah47@yahoo.com,2025-02-21,DE,WHOLESALE
224,Monica,Nielsen,james18@yahoo.com,2025-10-02,UK,RETAIL
225,Evan,Jacobs,maryharper@gmail.com,2024-04-21,SG,VIP
226,Tyler,Avila,troy73@gmail.com,2023-05-05,IN,WHOLESALE
227,Roy,Kennedy,steven25@gmail.com,2023-12-18,UK,VIP
228,Eddie,Fowler,madeline02@hotmail.com,2025-03-20,IN,ONLINE_ONLY
229,Thomas,Garcia,gerald40@hotmail.com,2023-07-19,FR,ONLINE_ONLY
230,Elizabeth,Clark,elizabeth11@hotmail.com,2025-08-01,SG,RETAIL
231,Alyssa,Thomas,beltrancorey@gmail.com,2025-06-08,SG,ONLINE_ONLY
232,Kevin,Gonzales,millertristan@yahoo.com,2024-09-06,FR,ONLINE_ONLY
233,Ryan,Perez,figueroapatricia@gmail.com,2025-10-21,SG,VIP
234,Ryan,Powell,garciabrian@gmail.com,2022-12-17,UK,VIP
235,Meghan,Hernandez,johnsonangela@yahoo.com,2023-05-16,SG,ONLINE_ONLY
236,Mike,Freeman,michael90@hotmail.com,2023-03-04,FR,WHOLESALE
237,Jason,Brown II,abradley@yahoo.com,2024-04-15,US,VIP
238,Jamie,Myers DDS,nballard@hotmail.com,2025-01-12,SG,VIP
239,Denise,Knight,vlewis@yahoo.com,2024-10-17,SG,WHOLESALE
240,Nicholas,Brown,lauracollins@yahoo.com,2024-03-10,FR,ONLINE_ONLY
241,Denise,Johnson,carolyn16@yahoo.com,2025-07-15,DE,RETAIL
242,Nathaniel,Taylor,lking@gmail.com,2024-01-02,UK,ONLINE_ONLY
243,Jessica,Vega,kevin34@gmail.com,2023-05-12,,VIP
244,Shawn,Wang,crystalgibbs@gmail.com,2023-06-25,FR,ONLINE_ONLY
245,Bradley,Moore,leblancdeborah@hotmail.com,2023-02-23,DE,VIP
246,Michael,Jackson,julie62@yahoo.com,2024-09-05,DE,WHOLESALE
247,Collin,White,sarah75@hotmail.com,2025-10-13,FR,VIP
248,Kathy,James,christopherpage@yahoo.com,2023-03-26,SG,WHOLESALE
249,Kathryn,Mcpherson MD,tgreen@yahoo.com,2025-11-12,SG,RETAIL
250,Herbert,Fletcher,foxashley@yahoo.com,2023-08-14,UK,ONLINE_ONLY
251,Stephen,Johnson,rgibson@hotmail.com,2023-11-14,IN,WHOLESALE
252,Tiffany,Nguyen,davidhenry@yahoo.com,2025-08-24,SG,ONLINE_ONLY
253,Anne,Richardson,zkim@yahoo.com,2025-10-31,US,WHOLESALE
254,Joseph,Phillips,lee77@hotmail.com,2023-11-27,US,RETAIL
255,Angela,Hendrix,fballard@gmail.com,2023-06-15,IN,WHOLESALE
256,Chelsea,Johnson,jameshudson@yahoo.com,2022-11-26,DE,RETAIL
257,Samuel,Mclaughlin MD,jessica75@yahoo.com,2023-07-16,DE,VIP
258,Scott,Espinoza,ntorres@hotmail.com,2022-12-07,SG,WHOLESALE
259,Christopher,Clayton,mccarthysara@yahoo.com,2025-10-08,SG,VIP
260,Dr.,Lisa Garrison,allisonscott@yahoo.com,2022-11-25,DE,VIP
261,Jonathan,Miller,millerleroy@gmail.com,2024-01-23,US,WHOLESALE
262,Margaret,Orr,christopher85@yahoo.com,2025-02-06,SG,RETAIL
263,Kimberly,Lewis,lindazhang@hotmail.com,2025-09-10,IN,VIP
264,Dominique,Glover,woodalicia@hotmail.com,2025-03-20,US,WHOLESALE
265,Mark,Barajas,sherrywood@gmail.com,2024-02-08,SG,VIP
266,Donna,Mills,ariel56@yahoo.com,2025-05-19,IN,WHOLESALE
267,Kathy,Murray,schneiderchristopher@hotmail.com,2025-02-25,IN,VIP
268,Kathryn,Smith,pettyamber@yahoo.com,2023-08-25,US,VIP
269,Tiffany,Gregory,karenwillis@yahoo.com,2024-05-23,SG,ONLINE_ONLY
270,Emily,Tran,amber23@hotmail.com,2025-10-06,DE,VIP
271,Robert,Woodward,natalie39@hotmail.com,2023-11-01,FR,VIP
272,William,Zimmerman,teresa69@yahoo.com,2025-05-25,,VIP
273,Jacqueline,Lee,mjackson@hotmail.com,2024-11-23,DE,ONLINE_ONLY
274,Bethany,Brown,zachary03@gmail.com,2024-02-21,US,ONLINE_ONLY
275,James,Cook,danielallen@yahoo.com,2025-05-06,FR,VIP
276,Patricia,Harvey,melissa61@hotmail.com,2023-07-31,SG,WHOLESALE
277,Julie,Patterson,chardy@gmail.com,2025-04-09,UK,VIP
278,Lauren,Palmer,petersonelizabeth@hotmail.com,2024-04-13,IN,ONLINE_ONLY
279,Keith,Rogers,lharris@gmail.com,2023-02-06,US,ONLINE_ONLY
280,Brenda,Alexander,,2023-07-06,UK,ONLINE_ONLY
281,Robert,Guerrero,kristine53@gmail.com,2023-09-20,FR,RETAIL
282,Tracy,Blackwell,zadams@hotmail.com,2024-08-19,US,WHOLESALE
283,Stephanie,Hayes,ronald76@yahoo.com,2024-05-16,US,VIP
284,Christopher,Hall,james92@hotmail.com,2025-08-13,SG,
285,Diane,Reed,dsharp@yahoo.com,2023-10-27,SG,WHOLESALE
286,Teresa,Butler,sfarmer@hotmail.com,2024-08-22,IN,VIP
287,Brittany,Cisneros,mjohnson@gmail.com,2024-01-14,DE,ONLINE_ONLY
288,Mary,Jones,briana87@yahoo.com,2025-11-08,FR,VIP
289,James,Aguirre,rachelquinn@yahoo.com,2024-11-09,DE,RETAIL
290,Theresa,Allen,johnnyhunter@yahoo.com,2024-10-18,US,VIP
291,Patrick,Foley,marylawson@gmail.com,2024-06-25,DE,RETAIL
292,Michael,Smith,williamsnicholas@gmail.com,2024-01-02,FR,VIP
293,Alexis,Johnson,nmartinez@gmail.com,2023-05-27,DE,RETAIL
294,Adam,Lewis,martinreid@hotmail.com,2025-06-08,UK,ONLINE_ONLY
295,Alan,Barr,nicholasmay@gmail.com,2024-09-03,DE,VIP
296,Gary,Ramirez,mckaybrett@gmail.com,2023-04-04,FR,WHOLESALE
297,Sandra,Frederick,tapiamichael@yahoo.com,2024-03-15,DE,WHOLESALE
298,Robert,Leon,ericlopez@gmail.com,2025-01-26,UK,VIP
299,Timothy,Bentley,heather66@hotmail.com,2024-04-24,DE,RETAIL
300,Michael,Terry,vincent86@hotmail.com,2024-02-12,DE,ONLINE_ONLY
301,Laura,Salinas,waynerodriguez@hotmail.com,2023-06-09,SG,VIP
302,Rhonda,Lee,brownkaren@gmail.com,2025-03-31,SG,WHOLESALE
303,Kelly,Smith,guzmanmisty@yahoo.com,2025-02-18,DE,WHOLESALE
304,Lisa,Hopkins,andersonlaura@yahoo.com,2025-11-13,FR,RETAIL
305,Jeremy,Wilson,sarahnguyen@yahoo.com,2023-07-17,DE,RETAIL
306,Trevor,Lambert,juliewilson@yahoo.com,2023-10-27,IN,VIP
307,Aaron,Brown,dustin09@yahoo.com,2025-11-07,US,VIP
308,Sarah,Berry,hmyers@hotmail.com,2024-12-20,US,RETAIL
309,Kimberly,Davis,nicholasmcgrath@hotmail.com,2025-08-28,UK,VIP
310,Kara,Landry,yparsons@hotmail.com,2025-03-19,,WHOLESALE
311,Matthew,Richardson,corybrown@hotmail.com,2025-04-26,DE,ONLINE_ONLY
312,Ruth,Logan,melissa01@gmail.com,2023-12-21,,VIP
313,Theresa,Smith,brittanyramirez@hotmail.com,2023-02-07,UK,VIP
314,Matthew,Martin,mjohnson@gmail.com,2023-04-03,UK,RETAIL
315,Jennifer,Murphy,ricejackie@yahoo.com,2024-09-13,DE,RETAIL
316,Theresa,Price,lmann@yahoo.com,2025-04-11,SG,RETAIL
317,Jeffrey,David,jonesjohn@gmail.com,2023-01-19,UK,WHOLESALE
318,Johnny,Baxter,lawsontami@hotmail.com,2025-03-04,SG,RETAIL
319,Holly,Anderson,wallspatricia@yahoo.com,2022-11-24,SG,RETAIL
320,Hector,Smith,ross28@yahoo.com,2024-03-12,IN,WHOLESALE
321,Hector,Hamilton,markduran@yahoo.com,2025-08-26,US,RETAIL
322,Tyler,Sparks,johnwang@yahoo.com,2023-08-16,FR,WHOLESALE
323,Michael,Patrick,isabel33@yahoo.com,2023-01-24,US,WHOLESALE
324,Eric,Adams,daniel08@gmail.com,2025-02-07,DE,RETAIL
325,Kevin,Jacobs,amandahernandez@gmail.com,2024-07-13,FR,WHOLESALE
326,Peter,Mathis,keithsosa@gmail.com,2024-12-17,DE,ONLINE_ONLY
327,Joseph,Palmer,andrea23@gmail.com,2023-10-03,UK,WHOLESALE
328,Diana,Anderson,jeffrey42@yahoo.com,2024-06-28,FR,
329,Melissa,Bautista,ashleyharding@gmail.com,2022-12-11,US,ONLINE_ONLY
330,Ruth,Mcdaniel,danielsloretta@hotmail.com,2023-04-19,IN,RETAIL
331,Eric,Mendoza,jeremiah61@yahoo.com,2023-03-18,UK,VIP
332,Diane,Jones,sabrina54@hotmail.com,2025-03-31,DE,WHOLESALE
333,Bridget,Hernandez,fgomez@yahoo.com,2025-10-19,IN,WHOLESALE
334,Tony,Dorsey,hrosario@gmail.com,2023-12-18,IN,ONLINE_ONLY
335,Brianna,Castaneda,donald31@gmail.com,2025-04-27,SG,RETAIL
336,Julie,Taylor,samantha84@hotmail.com,2025-09-03,FR,RETAIL
337,Mr.,William Martinez,garciamichael@yahoo.com,2023-09-23,UK,VIP
338,Linda,Avila,uporter@yahoo.com,2025-10-20,SG,ONLINE_ONLY
339,Stephanie,Gordon,victoriamason@hotmail.com,2024-06-13,IN,ONLINE_ONLY
340,Carlos,Carter,carlosray@yahoo.com,2023-06-02,IN,VIP
341,John,Scott,rvincent@gmail.com,2024-06-01,DE,RETAIL
342,Michael,Hunter,onash@yahoo.com,2024-11-20,DE,ONLINE_ONLY
